0,-28.0422,0,17.9641
5,-52.4945,0,19.6263
12,-56.5115,0,17.6215
20,-42.2511,0,17.7635
26,-44.0939,0,26.7073
33,-50.8978,0,19.0533
41,-43.1206,0,14.5924
46,-29.3439,0,14.108
53,-38.0454,0,30.5083
61,-44.7091,0,10.1023
67,-49.5731,0,18.6752
74,-45.7804,0,30.3923
81,-57.0121,0,51.0687
87,-42.7633,0,44.9452
94,-38.7402,0,53.7447
102,-51.2137,0,40.4725
108,-33.0792,0,43.3327
114,-38.2307,0,39.451
122,-41.1958,0,49.9725
128,-39.7638,0,44.93
135,-47.8887,0,47.5559
143,-52.4216,0,52.069
149,-41.5944,0,59.9119
155,-42.3545,0,44.7263
162,-50.797,0,59.3978
169,-59.6781,0,97.2068
176,-48.7516,0,98.4746
184,-55.743,0,86.5048
189,-39.6389,0,90.9025
196,-32.3473,0,93.3178
204,-44.4349,0,82.7916
210,-56.6985,0,77.2998
217,-43.3693,0,70.3502
225,-54.2201,0,91.8293
230,-49.6671,0,78.6265
237,-36.1351,0,81.0003
245,-57.0441,0,85.3681
251,-46.3516,0,90.4527
258,-53.5337,0,80.479
265,-40.665,0,96.3597
271,-44.7474,0,103.963
278,-47.4196,0,83.3869
286,-45.7455,0,101.304
292,-35.2458,0,111.552
298,-52.4889,0,98.752
306,-47.1163,0,85.6994
312,-55.8485,0,79.7041
319,-35.1055,0,67.4426
327,-42.2841,0,62.1633
333,-35.0962,0,68.4735
339,-42.5453,0,62.2121
347,-48.7209,0,59.6971
353,-64.8279,0,55.3632
360,-55.3323,0,46.9168
367,-45.812,0,35.0857
373,-40.3544,0,58.2974
380,-46.0994,0,36.37
387,-48.3723,0,33.2442
394,-54.6567,0,44.6336
401,-47.7388,0,47.4947
408,-43.2134,0,52.9626
414,-33.5472,0,51.9768
421,-32.2037,0,50.6894
429,-30.4315,0,52.4247
435,-41.868,0,52.9127
442,-59.8376,0,52.3306
450,-54.7709,0,50.8591
456,-36.6471,0,59.2725
463,-61.2576,0,70.7426
470,-41.4696,0,59.9609
477,-45.3356,0,49.4851
484,-42.6895,0,86.2746
490,-46.0482,0,89.9861
497,-40.5725,0,96.6493
504,-35.6641,0,114.539
511,-42.7576,0,122.885
518,-33.1565,0,150.484
524,-45.9042,0,154.47
532,-39.8896,0,175.201
538,-40.9143,0,186.157
545,-44.0499,0,182.821
552,-38.3231,0,181.114
558,-41.7592,0,190.071
565,-43.8585,0,171.177
572,-46.2094,0,169.66
579,-59.7469,0,159.971
586,-55.3558,0,152.023
593,-53.8815,0,144.744
599,-45.249,0,122.302
606,-38.7842,0,95.1339
614,-34.8995,0,113.633
620,-43.3203,0,103.054
627,-53.0323,0,112.76
634,-64.472,0,107.006
640,-45.2538,0,123.805
647,-41.5001,0,121.347
654,-49.7947,0,105.007
661,-56.2384,0,109.495
668,-61.7764,0,98.7897
674,-62.0776,0,107.92
681,-39.7233,0,97.5614
688,-48.743,0,103.563
695,-35.0535,0,111.186
702,-29.7897,0,115.538
708,-46.1934,0,145.067
716,-47.3915,0,135.983
722,-59.371,0,184.837
729,-68.7845,0,224.521
736,-79.3176,0,306.769
742,-77.8333,0,415.037
749,-77.8882,0,517.161
756,-71.1846,0,668.607
763,-57.4729,0,858.772
770,-90.5468,0,1093.34
777,-157.336,0,1585.56
783,-20.5165,0,1883.23
790,-96.917,0,2473.21
798,-75.7697,0,2881.77
804,-82.9666,0,3304.56
811,-92.8239,0,3712.08
817,-88.9304,0,4125.94
824,-105.778,0,4541.13
831,-103.747,0,4953.06
838,-112.785,0,5351.06
845,-151.309,0,5860.9
851,-88.9167,0,6365.75
858,-77.3702,0,7067.56
865,410.102,0,8355.98
872,292.755,0,8751.05
879,-208.124,0,9377.44
886,179.829,0,9792.74
892,445.081,0,10044.4
899,440.648,0,10563.8
906,345.253,0,11199.3
913,209.752,0,12159.6
920,814.688,0,14050.7
926,-761.977,0,14891.9
933,-266.114,0,16268.3
940,-895.451,0,17321.8
947,-240.947,0,17806.9
954,101.993,0,17867.2
961,326.003,0,17761
967,268.346,0,17740.1
974,-502.568,0,17560.8
981,-627.765,0,17685.9
988,-585.941,0,17568.4
995,-477.69,0,17623.5
1001,-155.44,0,17689.7
1008,70.5635,0,17711.2
1015,170.958,0,17709.3
1022,-18.0471,0,17755.5
1029,-284.181,0,17855.3
1043,-348.807,0,17936.1
1049,-237.449,0,17975.1
1056,-32.2844,0,18052.5
1063,156.838,0,18020.4
1070,175.024,0,18133
1077,-37.1923,0,18086.3
1084,-213.26,0,18122.9
1090,-223.89,0,18150.5
1097,-141.824,0,18144
1104,4.20581,0,18232.5
1111,72.5273,0,18264.3
1118,50.7202,0,18338.8
1124,12.3096,0,18325.7
1132,3.72363,0,18362.7
1138,-77.0474,0,18364.9
1145,-107.103,0,18434
1152,9.04077,0,18454
1159,-16.9619,0,18490.7
1165,181.078,0,18567.5
1172,13.8433,0,18573.8
1179,31.7068,0,18656.1
1186,67.3845,0,18701.1
1193,50.9304,0,18734.6
1199,29.1404,0,18769.1
1206,80.666,0,18882
1213,65.5156,0,18843.7
1220,173.795,0,18928.1
1226,204.265,0,18996
